	doc	test_sec	test_name	test_num	with	when	then
232	36523-1-f00_s07_01	7.1.6.1	DRX operation / Short cycle not configured / Parameters configured by RRC	2	UE in CONNECTED mode	Long DRX cycle is configured and a new DL transmission is indicated on the PDCCH during Active Time	UE starts or restarts the Drx-InactivityTimer and monitors the PDCCH for Drx-InactivityTimer PDCCH sub-frames starting from the next PDCCH sub-frame of the PDCCH sub-frame where the DL new transmission was indicated
233	36523-1-f00_s07_01	7.1.6.1	DRX operation / Short cycle not configured / Parameters configured by RRC	3	UE in CONNECTED mode	Long DRX cycle is configured and if a HARQ RTT Timer expires in this subframe and the data in the soft buffer of the corresponding HARQ process was not successfully decoded	UE starts the drx-RetransmissionTimer for the corresponding HARQ process and monitors the PDCCH for drx-RetransmissionTimer consecutive PDCCH-subframes
234	36523-1-f00_s07_01	7.1.6.1	DRX operation / Short cycle not configured / Parameters configured by RRC	4	UE in CONNECTED mode	Long DRX cycle is configured and an uplink grant for a pending HARQ retransmission can occur in this subframe	UE monitors the PDCCH in this subframe
235	36523-1-f00_s07_01	7.1.6.1a	DRX operation / Short cycle not configured / Parameters configured by RRC / Enhanced Coverage / CE Mode A	1	UE in CONNECTED mode	Long DRX cycle is configured and if a UL HARQ RTT Timer expires in this subframe	UE starts the drx-ULRetransmissionTimer for the corresponding HARQ process and monitors the PDCCH for drx-ULRetransmissionTimer consecutive MPDCCH-subframes
236	36523-1-f00_s07_01	7.1.6.2	DRX Operation / Short cycle not configured / DRX command MAC control element reception	1	UE in CONNECTED mode	long DRX cycle is configured and a DRX Command MAC control element is received	UE successfully decodes the MAC control PDU
237	36523-1-f00_s07_01	7.1.6.2	DRX Operation / Short cycle not configured / DRX command MAC control element reception	2	UE in CONNECTED mode	long DRX cycle is configured and the HARQ RTT Timer is running and a DRX Command MAC control element is received	UE continues running the HARQ RTT timer
238	36523-1-f00_s07_01	7.1.6.2	DRX Operation / Short cycle not configured / DRX command MAC control element reception	3	UE in CONNECTED mode	long DRX cycle is configured and the drx-RetransmissionTimer is running and a DRX Command MAC control element is received	UE continues running the drx-RetransmissionTimer and monitors the PDCCH
239	36523-1-f00_s07_01	7.1.6.3	DRX operation / Short cycle configured / Parameters configured by RRC	1	UE in CONNECTED mode	Short DRX cycle is configured and [(SFN * 10) + subframe number] modulo (ShortDRX-Cycle) = drxStartOffset modulo (ShortDRX-Cycle)	UE starts the OnDurationTimer and monitors the PDCCH for OnDurationTimer PDCCH-subframes
240	36523-1-f00_s07_01	7.1.6.3	DRX operation / Short cycle configured / Parameters configured by RRC	2	UE in CONNECTED mode	drxShortCycleTimer is expired and [(SFN * 10) + subframe number] modulo (LongDRX-Cycle) = drxStartOffset	UE starts the OnDurationTimer and monitors the PDCCH for OnDurationTimer PDCCH-subframes
241	36523-1-f00_s07_01	7.1.6.4	DRX Operation / Short cycle configured / DRX command MAC control element reception	1	UE in CONNECTED mode	Short DRX cycle is configured and a DRX Command MAC control element is received	UE successfully decodes the MAC control PDU
242	36523-1-f00_s07_01	7.1.6.4	DRX Operation / Short cycle configured / DRX command MAC control element reception	2	UE in CONNECTED mode	Short DRX cycle is configured and the HARQ RTT Timer is running and a DRX Command MAC control element is received	UE continues running the HARQ RTT timer
243	36523-1-f00_s07_01	7.1.6.4	DRX Operation / Short cycle configured / DRX command MAC control element reception	3	UE in CONNECTED mode	Short DRX cycle is configured and the drx-RetransmissionTimer is running and a DRX Command MAC control element is received	UE continues running the drx-RetransmissionTimer and monitors the PDCCH
244	36523-1-f00_s07_01	7.1.6.5	eDRX operation / Long cycle  configured / Parameters configured by RRC	1	UE in CONNECTED mode	Long eDRX cycle is configured and [(SFN * 10) + subframe number] modulo (LongDRX-Cycle) = drxStartOffset	UE starts the OnDurationTimer and monitors the PDCCH for OnDurationTimer PDCCH-subframes
245	36523-1-f00_s07_01	7.1.6.5	eDRX operation / Long cycle  configured / Parameters configured by RRC	2	UE in CONNECTED mode	Long eDRX cycle is configured and a new DL transmission is indicated on the PDCCH during Active Time	UE starts or restarts the Drx-InactivityTimer and monitors the PDCCH for Drx-InactivityTimer PDCCH sub-frames starting from the next PDCCH sub-frame of the PDCCH sub-frame where the DL new transmission was indicated
246	36523-1-f00_s07_01	7.1.6.5	eDRX operation / Long cycle  configured / Parameters configured by RRC	3	UE in CONNECTED mode	Long eDRX cycle is configured and if a HARQ RTT Timer expires in this subframe and the data in the soft buffer of the corresponding HARQ process was not successfully decoded	UE starts the drx-RetransmissionTimer for the corresponding HARQ process and monitors the PDCCH for drx-RetransmissionTimer consecutive PDCCH-subframes
247	36523-1-f00_s07_01	7.1.6.5	eDRX operation / Long cycle  configured / Parameters configured by RRC	4	UE in CONNECTED mode	Long eDRX cycle is configured and an uplink grant for a pending HARQ retransmission can occur in this subframe	UE monitors the PDCCH in this subframe
248	36523-1-f00_s07_01	7.1.7.1.1	DL-SCH transport block size selection / DCI format 1 / RA type 0	1	UE in E-UTRA RRC_CONNECTED state	UE on PDCCH receives DCI format 1 indicating Resource Allocation Type 0, a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE decodes the received transport block of size correspondent to the read  and  and forwards it to higher layers
249	36523-1-f00_s07_01	7.1.7.1.2	DL-SCH transport block size selection / DCI format 1 / RA type 1	1	UE in E-UTRA RRC_CONNECTED state	UE on PDCCH receives DCI format 1 indicating Resource Allocation Type 1, a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE decodes the received transport block of size correspondent to the read  and  and forwards it to higher layers
250	36523-1-f00_s07_01	7.1.7.1.3	DL-SCH transport block size selection / DCI format 1A / RA type 2 / Localised VRB	1	UE on PDCCH receives DCI format 1A indicating Resource Allocation Type 2 with Localized VRB, a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE on PDCCH receives DCI format 1A indicating Resource Allocation Type 2 with Localized VRB, a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE decodes the received transport block of size correspondent to the read  and  and forwards it to higher layers
251	36523-1-f00_s07_01	7.1.7.1.4	DL-SCH transport block size selection / DCI format 1A / RA type 2 / Distributed VRB	1	UE on PDCCH receives DCI format 1A indicating Resource Allocation Type 2 with Distributed VRB, a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE on PDCCH receives DCI format 1A indicating Resource Allocation Type 2 with Distributed VRB, a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE decodes the received transport block of size correspondent to the read  and  and forwards it to higher layers
252	36523-1-f00_s07_01	7.1.7.1.5	DL-SCH transport block size selection / DCI format 2A / RA type 0 / Two transport blocks enabled / Transport block to codeword swap flag value set to 0	1	UE in E-UTRA RRC_CONNECTED state	UE has two transport blocks enabled and on PDCCH receives DCI format 2A indicating Resource Allocation Type 0, a resource block assignment correspondent to  physical resource blocks, the Transport block to codeword swap flag value set to 0 and a modulation and coding scheme for two transport blocks	UE decodes the received transport blocks of sizes correspondent to the read  and for transport block 1 and for transport block 2 and forwards it to higher layers
253	36523-1-f00_s07_01	7.1.7.1.6	DL-SCH Transport Block Size selection / DCI format 2A / RA type 1 / Two transport blocks enabled / Transport block to codeword swap flag value set to 1	1	UE in E-UTRA RRC_CONNECTED state	UE has two transport blocks enabled and on PDCCH receives DCI format 2A indicating Resource Allocation Type 1, a resource block assignment correspondent to  physical resource blocks, the Transport block to codeword swap flag value set to 1 and a modulation and coding scheme for two transport blocks	UE decodes the two transport blocks of sizes correspondent to the read  and for transport block 1 and for transport block 2 and forwards it to higher layers
254	36523-1-f00_s07_01	7.1.7.1.6a	DL-SCH transport block size selection / DCI format 2A / RA type 0 and RA type 1 / Two transport blocks enabled / 3 and 4 Layer Spatial Multiplexing	1	UE in E-UTRA RRC_CONNECTED state	UE has two transport blocks enabled and on PDCCH receives DCI format 2A indicating Resource Allocation Type 0, a resource block assignment correspondent to  physical resource blocks, the Transport block to codeword swap flag value set to 0, the Precoding information set to 1 for 3 Layers spatial multiplexing and a modulation and coding scheme for two transport blocks	UE decodes the received transport blocks of sizes correspondent to the read  and for transport block 1 and for transport block 2 and forwards it to higher layers
255	36523-1-f00_s07_01	7.1.7.1.6a	DL-SCH transport block size selection / DCI format 2A / RA type 0 and RA type 1 / Two transport blocks enabled / 3 and 4 Layer Spatial Multiplexing	2	UE in E-UTRA RRC_CONNECTED state	UE has two transport blocks enabled and on PDCCH receives DCI format 2A indicating Resource Allocation Type 1, a resource block assignment correspondent to  physical resource blocks, the Transport block to codeword swap flag value set to 1, the Precoding information set to 2 for 4 Layers spatial multiplexing and a modulation and coding scheme for two transport blocks	UE decodes the received transport blocks of sizes correspondent to the read  and for transport block 1 and for transport block 2 and forwards it to higher layers
256	36523-1-f00_s07_01	7.1.7.1.7	DL-SCH transport block size selection / DCI format 1 / RA type 0 / 256QAM	1	UE in E-UTRA RRC_CONNECTED state with dl-256QAM-r12 supported and altCQI-Table-r12 configured	UE on PDCCH receives DCI format 1 indicating Resource Allocation Type 0, a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE decodes the received transport block of size correspondent to the read  and  and forwards it to higher layers
257	36523-1-f00_s07_01	7.1.7.1.8	DL-SCH transport block size selection / DCI format 1 / RA type 1 / 256QAM	1	UE in E-UTRA RRC_CONNECTED state with dl-256QAM-r12 supported and altCQI-Table-r12 configured	UE on PDCCH receives DCI format 1 indicating Resource Allocation Type 1, a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE decodes the received transport block of size correspondent to the read  and  and forwards it to higher layers
258	36523-1-f00_s07_01	7.1.7.1.9	DL-SCH transport block size selection / DCI format 1B / RA type 2 / Localised VRB / 256QAM	1	UE in E-UTRA RRC_CONNECTED state with dl-256QAM-r12 supported and altCQI-Table-r12 configured	UE on PDCCH receives DCI format 1B indicating Resource Allocation Type 2 and Localized virtual resource blocks, a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE decodes the received transport block of size correspondent to the read  and  and forwards it to higher layers
259	36523-1-f00_s07_01	7.1.7.1.10	DL-SCH transport block size selection / DCI format 1B / RA type 2 / Distributed VRB / 256QAM	1	UE in E-UTRA RRC_CONNECTED state with dl-256QAM-r12 supported and altCQI-Table-r12 configured	UE on PDCCH receives DCI format 1B indicating Resource Allocation Type 2 and Distributed virtual resource blocks, a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE decodes the received transport block of size correspondent to the read  and  and forwards it to higher layers
260	36523-1-f00_s07_01	7.1.7.1.11	DL-SCH transport block size selection / DCI format 2A / RA type 0 / Two transport blocks enabled / Transport block to codeword swap flag value set to 0 / 256QAM	1	UE in E-UTRA RRC_CONNECTED state with dl-256QAM-r12 supported and altCQI-Table-r12 configured	UE has two transport blocks enabled and on PDCCH receives DCI format 2A indicating Resource Allocation Type 0, a resource block assignment correspondent to  physical resource blocks, the Transport block to codeword swap flag value set to 0 and a modulation and coding scheme  for two transport blocks	UE decodes the received transport block of size correspondent to the read  and  for transport block 1 and   for transport block 2 and forwards it to higher layers
261	36523-1-f00_s07_01	7.1.7.1.12	DL-SCH transport block size selection / DCI format 2A / RA type 1 / Two transport blocks enabled / Transport block to codeword swap flag value set to  1 / 256QAM	1	UE in E-UTRA RRC_CONNECTED state with dl-256QAM-r12 supported and altCQI-Table-r12 configured	UE has two transport blocks enabled and on PDCCH receives DCI format 2A indicating Resource Allocation Type 1, a resource block assignment correspondent to  physical resource blocks, the Transport block to codeword swap flag value set to 1 and a modulation and coding scheme  for two transport blocks	UE decodes the received transport block of size correspondent to the read  and  for transport block 1 and for transport block 2 and forwards it to higher layers
262	36523-1-f00_s07_01	7.1.7.1.12a	DL-SCH transport block size selection / DCI format 2A / RA type 0 and RA type 1 / Two transport blocks enabled / 3 and 4 Layer Spatial Multiplexing / 256QAM	1	UE in E-UTRA RRC_CONNECTED state with dl-256QAM-r12 supported and altCQI-Table-r12 configured	UE has two transport blocks enabled and on PDCCH receives DCI format 2A indicating Resource Allocation Type 0, a resource block assignment correspondent to  physical resource blocks, the Transport block to codeword swap flag value set to 0, the Precoding information set to 1 for 3 Layers spatial multiplexing and a modulation and coding scheme  for two transport blocks	UE decodes the received transport block of size correspondent to the read  and  for transport block 1 and for transport block 2 and forwards it to higher layers
263	36523-1-f00_s07_01	7.1.7.1.12a	DL-SCH transport block size selection / DCI format 2A / RA type 0 and RA type 1 / Two transport blocks enabled / 3 and 4 Layer Spatial Multiplexing / 256QAM	2	UE in E-UTRA RRC_CONNECTED state with dl-256QAM-r12 supported and altCQI-Table-r12 configured	UE has two transport blocks enabled and on PDCCH receives DCI format 2A indicating Resource Allocation Type 1, a resource block assignment correspondent to  physical resource blocks, the Transport block to codeword swap flag value set to 1, the Precoding information set to 2 for 4 Layers spatial multiplexing and a modulation and coding scheme  for two transport blocks	UE decodes the received transport block of size correspondent to the read  and  for transport block 1 and for transport block 2 and forwards it to higher layers
264	36523-1-f00_s07_01	7.1.7.1.13	DL-SCH transport block size selection / DCI format 6-1A / RA type 2 / Localised VRB	1	UE on MPDCCH receives DCI format 6-1A Resource Allocation Type 2 with Localized VRB indicating a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE on MPDCCH receives DCI format 6-1A Resource Allocation Type 2 with Localized VRB indicating a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE decodes the received transport block of size correspondent to the read  and  and forwards it to higher layers
265	36523-1-f00_s07_01	7.1.7.1.14	DL-SCH transport block size selection / DCI format 6-1B	1	UE in E-UTRA RRC_CONNECTED state	UE on MPDCCH receives DCI format 6-1B indicating a resource block assignment correspondent to  physical resource blocks and a modulation and coding scheme	UE decodes the received transport block of size correspondent to the read  and  and forwards it to higher layers
266	36523-1-f00_s07_01	7.1.7.2.1	UL-SCH transport block size selection / DCI format 0	1	UE in E-UTRA RRC_CONNECTED state	UE has pending data for transmission and receives a Resource Block Assignment correspondent to  physical resource blocks and a modulation and coding scheme  for PUSCH scheduling	UE transmits MAC PDU on PUSCH on the granted resources using a transport block size correspondent to the read  and
267	36523-1-f00_s07_01	7.1.7.2.2	UL-SCH transport block size selection / DCI format 6-0A	1	UE in E-UTRA RRC_CONNECTED state	UE has pending data for transmission and receives a Resource Block Assignment correspondent to  physical resource blocks and a modulation and coding scheme  for PUSCH scheduling	UE transmits MAC PDU on PUSCH on the granted resources using DCI format 6-0A and a transport block size correspondent to the read  and
268	36523-1-f00_s07_01	7.1.7.2.3	UL-SCH transport block size selection / DCI format 6-0B/ Uplink resource allocation type 2	1	UE in E-UTRA RRC_CONNECTED state	UE has pending data for transmission and receives a Resource Block Assignment correspondent to  physical resource blocks and a modulation and coding scheme  for PUSCH scheduling	UE transmits MAC PDU on PUSCH on the granted resources using DCI format 6-0B and a transport block size correspondent to the read  and
269	36523-1-f00_s07_01	7.1.8.1	Periodic RI reporting using PUCCH / UE only supports 1 layer for spatial multiplexing in DL / Transmission mode 3/4	1	UE in E-UTRA RRC_CONNECTED state	UE only supports 1 layer for spatial multiplexing in DL is configured to transmission mode 3	UE always reports RI equals to 1
270	36523-1-f00_s07_01	7.1.8.1	Periodic RI reporting using PUCCH / UE only supports 1 layer for spatial multiplexing in DL / Transmission mode 3/4	2	UE in E-UTRA RRC_CONNECTED state	UE only supports 1 layer for spatial multiplexing in DL is configured to transmission mode 4	UE always reports RI equals to 1
271	36523-1-f00_s07_01	7.1.9.1.1	CA / Activation/Deactivation of SCells / Activation/Deactivation MAC control element reception / sCellDeactivationTimer / Intra-band Contiguous CA	1	UE in E-UTRA RRC_CONNECTED state with SCell configure	the UE receives an Activation MAC Control Element activating the Scell	the UE starts monitoring PDCCH on activated Scell
272	36523-1-f00_s07_01	7.1.9.1.1	CA / Activation/Deactivation of SCells / Activation/Deactivation MAC control element reception / sCellDeactivationTimer / Intra-band Contiguous CA	2	UE in E-UTRA RRC_CONNECTED state with SCell activated	the UE receives an UL grant on Scell PDCCH	the UE restarts the sCellDeactivationTimer
273	36523-1-f00_s07_01	7.1.9.1.1	CA / Activation/Deactivation of SCells / Activation/Deactivation MAC control element reception / sCellDeactivationTimer / Intra-band Contiguous CA	3	UE in E-UTRA RRC_CONNECTED state with SCell activated	the UE sCellDeactivationTimer expires	the UE deactivates the Scell and stops monitoring PDCCH on Scell
274	36523-1-f00_s07_01	7.1.9.1.1	CA / Activation/Deactivation of SCells / Activation/Deactivation MAC control element reception / sCellDeactivationTimer / Intra-band Contiguous CA	4	UE in E-UTRA RRC_CONNECTED state with SCell Activated	the UE receives a deactivation MAC Control Element deactivating the Scell	the UE deactivates the Scell and stops monitoring PDCCH on Scell
275	36523-1-f00_s07_01	7.1.9.1.1	CA / Activation/Deactivation of SCells / Activation/Deactivation MAC control element reception / sCellDeactivationTimer / Intra-band Contiguous CA	5	UE in E-UTRA RRC_CONNECTED state with SCell activated	the UE receives a DL assignment on Scell PDCCH	the UE restarts the sCellDeactivationTimer
276	36523-1-f00_s07_01	7.1.10.1	Sending SR on PUCCH with DMRS generated by using virtual cell identity / nPUCCH-Identity	1	UE in E-UTRA RRC_CONNECTED state with nPUCCH-Identity-r11 configured	UE has UL data available for transmission and UE has no UL-SCH resources available and SR_COUNTER is less than dsr-TransMax	the UE transmits an SR on every available PUCCH until resources are granted
277	36523-1-f00_s07_01	7.1.10.2	Transmitting data on PUSCH with DMRS generated by using virtual cell identity / nPUSCH-Identity	1	UE transmits the data to the network on PUSCH with DMRS generated by using nPUSCH-Identity-r11	UE has UL data available for transmission	UE transmits the data to the network on PUSCH with DMRS generated by using nPUSCH-Identity-r11
278	36523-1-f00_s07_01	7.1.11.1	LAA transmits common control information in PDCCH scrambled with CC-RNTI	1	LAA Scell transmits in PDCCH with DCI format 1C scrambled with CC-RNTI	LAA Scell transmits in PDCCH with DCI format 1C scrambled with CC-RNTI	UE receives it and determines subframe configuration for LAA based on 4 bits
